horizonte_meses,observaciones,beta,t_stat_hac,p_valor_hac,r2_pct,acierto_direccion_pct,sharpe_estrategia,senal
18,206,1.2940837805734842,2.1549771157383932,0.0311636250325383,8.746746554454688,50.0,0.1322064502196045,mom12_global_china_leading
24,206,1.3946542190382298,2.378015010657847,0.01740611733791355,7.987461898872194,53.883495145631066,0.09218149234634651,mom12_global_china_leading
6,206,-9.298804507434404,-2.6505701214688804,0.008035604490074582,12.091489890097229,35.92233009708738,-0.4901285070553678,score_global
12,200,-18.58063369957347,-2.711398788871561,0.006699999189366375,23.298793135129735,30.5,-0.5053631754443942,score_global
18,194,-22.097873339220186,-2.1040603535101314,0.03537318266719498,21.998280131589322,34.5360824742268,-0.3921819589911644,score_global
24,188,-24.1911188386452,-2.0018396291983014,0.04530198227974408,22.080488823790233,32.4468085106383,-0.34614441563869175,score_global
6,242,6.982721151731312,2.606753038964834,0.009140525919675237,10.336595925319013,63.63636363636363,0.34698530968900754,score_compuesto
12,236,11.287608507451928,1.9747858134506266,0.04829245964385086,14.092618826658153,62.71186440677966,0.31473390684397035,score_compuesto
18,230,13.532653372654798,2.304577216973944,0.021190263166248745,14.662968710837877,61.30434782608696,0.309092499183272,score_compuesto
24,224,11.728846875553991,2.1640254758493747,0.030462394259434956,9.235450013500657,65.17857142857143,0.2754584418246767,score_compuesto
