fecha,desviacion,r_forward,prob_regimen_1,prob_regimen_2,regimen_mas_probable
2023-02-01,0.2848545971936751,-20.02587251278012,3.782573617436141e-05,0.9999621742638262,1
2023-03-01,0.2685790110553743,-20.076390183865023,0.00016912245283398937,0.9998308775471665,1
2023-04-01,0.21225652519425076,-16.07846983716037,0.008801644607545156,0.9911983553924552,1
2023-05-01,0.20399580206242085,-15.992453388707517,0.08295028098716141,0.9170497190128387,1
2023-06-01,0.12206894246536848,-4.035198168474352,0.7212331269249891,0.27876687307501097,0
2023-07-01,0.08250454297321141,-0.7972159946504576,0.9181347947481524,0.08186520525184776,0
2023-08-01,0.07755299444073316,-0.1272993484768392,0.9683472878235317,0.03165271217646836,0
2023-09-01,0.0565287535398582,4.3488213040092205,0.979546769981356,0.020453230018644037,0
2023-10-01,0.10428450806089629,0.6382713602960166,0.9806800810163148,0.01931991898368536,0
2023-11-01,0.055910659749896396,8.762027580106313,0.967256761124855,0.032743238875145,0
2023-12-01,0.02981787665331659,10.496204390094022,0.9589559761771551,0.04104402382284487,0
2024-01-01,0.017878239339193414,9.550725677911487,0.9646090550875919,0.03539094491240806,0
2024-02-01,0.018142457011409263,4.877644726140851,0.9779441729328061,0.022055827067193598,0
2024-03-01,0.0062747573526475975,5.932869679896058,0.9802499462037828,0.019750053796217,0
2024-04-01,-0.0051933521676232886,10.128208769137537,0.9763242793237121,0.023675720676287527,0
2024-05-01,-0.007531440226779651,8.286618425478665,0.9806807140412142,0.019319285958785636,0
2024-06-01,0.032799066871325167,1.733382193234334,0.9855674641565149,0.014432535843484922,0
2024-07-01,0.02750693850342678,0.09721623084946174,0.9791432409097172,0.020856759090282628,0
2024-08-01,0.031645561459946236,-0.44705935293496424,0.9452688057601298,0.05473119423986978,0
2024-09-01,0.05655456189481889,-6.425632230173406,0.8044424029898649,0.1955575970101347,0
2024-10-01,0.06888224535214427,-9.15147239048597,0.47708820155285925,0.5229117984471405,1
2024-11-01,0.10133435087656828,-15.221057377410219,0.06906488534740753,0.9309351146525922,1
2024-12-01,0.09164009452596211,-14.546922134100448,0.013457688610882639,0.9865423113891172,1
2025-01-01,0.06940546535457592,-15.123030032638951,0.0033898882207699195,0.9966101117792298,1
2025-02-01,0.02363464355799394,-11.605421158116336,0.003661633548959339,0.9963383664510402,1
2025-03-01,0.02490474196421033,-10.706949082857875,0.003255198630957263,0.9967448013690423,1
2025-04-01,0.057558583949619546,-16.822494853920134,0.00041142364254923914,0.9995885763574502,1
2025-05-01,0.03800540710332179,-12.377316434806751,0.0010220507993934083,0.9989779492006061,1
2025-06-01,0.014629330805329133,-16.122681488523938,0.0002219118057787388,0.999778088194221,1
2025-07-01,-0.0048461791825840095,-21.19849461837351,7.716920262691297e-06,0.9999922830797372,1
2025-08-01,-0.004349167064736648,-25.800335715304,5.199053638801599e-06,0.9999948009463611,1
